feature,family,intervention_date,target_years,n_months,n_pre_months,n_target_period_months,pre_mean,target_period_observed_mean,target_period_counterfactual_mean,pre_sd,pre_slope_per_month,pre_slope_per_year,first_two_year_excess,first_two_year_excess_se,first_two_year_excess_ci_low,first_two_year_excess_ci_high,standardized_first_two_year_excess,standardized_first_two_year_excess_se,standardized_first_two_year_excess_ci_low,standardized_first_two_year_excess_ci_high,first_two_year_excess_p,r_squared,model,hac_lags,first_two_year_excess_q
coordination_count,syntax,2022-11-30,2023-2024,119,95,24,0.23908754976358443,0.25397900440230275,0.2501565958048125,0.023881539828415364,0.0002792790170515426,0.003351348204618511,0.003822408597490255,0.008435003317160511,-0.012710197904144346,0.020355015099124855,0.1600570409175281,0.3532018193870461,-0.5322185250810821,0.8523326069161383,0.6504333203122965,0.0812564658599455,strict_pretrend_counterfactual_wls_hac,6,0.8812348688368854
coordination_per_sentence_std,syntax,2022-11-30,2023-2024,119,95,24,0.0018978326898853473,0.002388259792514167,0.0022676822788383288,0.0016368977214312815,5.401852049809527e-06,6.482222459771433e-05,0.00012057751367583821,0.0004549098542475529,-0.0007710458006493653,0.0010122008280010419,0.07366221609155083,0.27790976081864527,-0.47104091511299384,0.6183653472960956,0.7909647518861964,0.007560720485933592,strict_pretrend_counterfactual_wls_hac,6,0.8812348688368854
list_of_three_per_1k_words,syntax,2022-11-30,2023-2024,119,95,24,1.670062195519318,1.7734369338937281,1.8261276087855414,0.49439918785904696,0.004202552349448249,0.050430628193378985,-0.052690674891813505,0.2009005141785265,-0.4464556826817254,0.3410743328980984,-0.10657516473679078,0.4063528401988459,-0.9030267315265287,0.6898764020529471,0.7931113819531969,0.04145757682129747,strict_pretrend_counterfactual_wls_hac,6,0.8812348688368854
dependency_entropy,syntax,2022-11-30,2023-2024,119,95,24,1.7198072551931567,1.7513897440778725,1.7514091062107262,0.021507908931584024,0.0005513801190806804,0.006616561428968165,-1.9362132853661068e-05,0.004376521666917592,-0.00859734460001214,0.00855862033430482,-0.0009002331614501157,0.20348429411892938,-0.3997294496345517,0.3979289833116515,0.9964700971116508,0.38228004289475537,strict_pretrend_counterfactual_wls_hac,6,0.9964700971116509
emphasis_marker_particularly_per_1k_words,emphasis_markers,2022-11-30,2023-2024,119,95,24,0.0009193288899103652,0.0,0.004307522506262398,0.008960509625197849,5.6623924509865605e-05,0.0006794870941183872,-0.004307522506262398,0.004002960402754909,-0.01215332489566202,0.003538279883137225,-0.4807229372478117,0.44673356429395317,-1.35632072326396,0.3948748487683366,0.2818895941220881,0.01470699691249766,strict_pretrend_counterfactual_wls_hac,6,1.0
causal_marker_thereby_per_1k_words,causal_markers,2022-11-30,2023-2024,119,95,24,0.00081789555473766,0.0,0.0022416853111135813,0.007971859767561413,2.5925591435408667e-05,0.000311107097224904,-0.0022416853111135813,0.0021218703977311324,-0.006400551290666601,0.0019171806684394384,-0.28119979232892495,0.2661700606382105,-0.8028931111798177,0.24049352652196776,0.29075506957527386,0.005178645884726385,strict_pretrend_counterfactual_wls_hac,6,1.0
marker_phrases_total_per_1k_words,phrases,2022-11-30,2023-2024,119,95,24,0.0,0.003225130214632413,0.0,0.0,0.0,0.0,0.003225130214632413,0.0030637089553309377,-0.0027797393378162245,0.00922999976708105,,,,,0.29248392615573127,,strict_pretrend_counterfactual_wls_hac,6,1.0
phrase_deep_dive_per_1k_words,phrases,2022-11-30,2023-2024,119,95,24,0.0,0.003225130214632413,0.0,0.0,0.0,0.0,0.003225130214632413,0.0030637089553309377,-0.0027797393378162245,0.00922999976708105,,,,,0.29248392615573127,,strict_pretrend_counterfactual_wls_hac,6,1.0
sequential_marker_further_per_1k_words,sequential_markers,2022-11-30,2023-2024,119,95,24,0.016054838276059993,0.016828785180013232,0.009997702325486598,0.043552738744428304,-8.12397738255125e-05,-0.00097487728590615,0.006831082854526633,0.009992289200685485,-0.012753803978816917,0.026415969687870182,0.15684622945555937,0.22942964067819493,-0.2928358662737027,0.6065283251848215,0.4942054105906217,0.0026247979794226106,strict_pretrend_counterfactual_wls_hac,6,1.0
word_across_per_1k_words,marker_words,2022-11-30,2023-2024,119,95,24,0.23542731497724012,0.24449193143111256,0.2577631921955792,0.19367802087161967,0.0003954416734491204,0.004745300081389445,-0.0132712607644666,0.029480377709637514,-0.07105280107535612,0.04451027954642293,-0.0685222861362442,0.1522133362214534,-0.3668604251302928,0.22981585285780445,0.652585930801636,0.002896142958532799,strict_pretrend_counterfactual_wls_hac,6,1.0
word_interplay_per_1k_words,marker_words,2022-11-30,2023-2024,119,95,24,0.01874304527356889,0.033684939470823065,0.03910941295836226,0.05330983204304486,0.00038360969521365783,0.004603316342563894,-0.005424473487539199,0.018408370881040678,-0.04150488041437893,0.030655933439300526,-0.10175371558400756,0.3453091142019899,-0.7785595794199077,0.5750521482518925,0.7682427106159034,0.03391594302076706,strict_pretrend_counterfactual_wls_hac,6,1.0
word_while_per_1k_words,marker_words,2022-11-30,2023-2024,119,95,24,0.04812832704517982,0.03981535574531729,0.03448494034726558,0.10318770436758097,-0.0002033816137557597,-0.0024405793650691164,0.005330415398051708,0.02577027563861684,-0.04517932485363729,0.05584015564974071,0.05165746665962648,0.24974172840221864,-0.43783632100872205,0.5411512543279751,0.8361320405166486,0.003135164427449433,strict_pretrend_counterfactual_wls_hac,6,1.0
adjective_crucial_per_1k_words,adjectives,2022-11-30,2023-2024,119,95,24,0.0011172060910076074,0.004837695321948619,0.0043303659753605225,0.010889178009819077,6.397239359253498e-05,0.0007676687231104197,0.0005073293465880963,0.005609420021581821,-0.010487133895712273,0.011501792588888464,0.04659023354477475,0.5151371404272801,-0.9630785616926943,1.0562590287822438,0.9279356732970823,0.021493059739022713,strict_pretrend_counterfactual_wls_hac,6,1.0
verb_delve_per_1k_words,verbs,2022-11-30,2023-2024,119,95,24,0.0030983878305149,0.0,0.0002889307158292621,0.022563229263724862,-4.2150637160191004e-05,-0.000505807645922292,-0.0002889307158292621,0.0040326303551578265,-0.008192886211938602,0.007615024780280078,-0.012805379604672944,0.17872576252376818,-0.36310787415125856,0.3374971149419127,0.9428818786619768,0.0022470376219080324,strict_pretrend_counterfactual_wls_hac,6,1.0
adjective_intricate_per_1k_words,adjectives,2022-11-30,2023-2024,119,95,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,,strict_pretrend_counterfactual_wls_hac,6,1.0
causal_marker_accordingly_per_1k_words,causal_markers,2022-11-30,2023-2024,119,95,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,,strict_pretrend_counterfactual_wls_hac,6,1.0
causal_marker_consequently_per_1k_words,causal_markers,2022-11-30,2023-2024,119,95,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,,strict_pretrend_counterfactual_wls_hac,6,1.0
causal_marker_hence_per_1k_words,causal_markers,2022-11-30,2023-2024,119,95,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,,strict_pretrend_counterfactual_wls_hac,6,1.0
causal_marker_thus_per_1k_words,causal_markers,2022-11-30,2023-2024,119,95,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,,strict_pretrend_counterfactual_wls_hac,6,1.0
