dataset,dependency_role,slope_change_per_year,slope_change_per_year_se,slope_change_per_year_ci_low,slope_change_per_year_ci_high
arxiv_ai_abstracts,pobj,-0.0036628589395458957,0.00035770298210865254,-0.004363956784478855,-0.0029617610946129367
arxiv_ai_abstracts,poss,-0.001041449471481533,0.00028905851945311363,-0.0016080041696096355,-0.00047489477335343024
arxiv_ai_abstracts,preconj,1.66781215518394e-05,2.4494007367889843e-05,-3.133013288922469e-05,6.468637599290349e-05
arxiv_ai_abstracts,predet,-6.283079903991679e-05,1.0386946812506517e-05,-8.318921479242956e-05,-4.247238328740401e-05
arxiv_ai_abstracts,prep,-0.004469368803353984,0.000495024131860446,-0.005439616101800458,-0.0034991215049075095
arxiv_ai_abstracts,prt,-2.567798790787915e-05,1.832617259741342e-05,-6.159728619880946e-05,1.0241310383051149e-05
arxiv_ai_abstracts,quantmod,0.0001689451277095237,2.368587163337889e-05,0.00012252081930810106,0.00021536943611094632
arxiv_ai_abstracts,relcl,0.00022227794232403033,0.00012504119936805508,-2.280280843735763e-05,0.0004673586930854183
arxiv_ai_abstracts,xcomp,-0.0009398259566715399,7.279739303012814e-05,-0.001082508847010591,-0.0007971430663324887
arxiv_ai_titles,ROOT,0.00017299930322591667,0.0003171722796738965,-0.0004486583649349205,0.0007946569713867538
arxiv_ai_titles,acl,-0.0011791806568621252,0.00032548029693482537,-0.0018171220388543828,-0.0005412392748698674
arxiv_ai_titles,acomp,4.797670535377818e-05,6.918914904297541e-05,-8.763402677045362e-05,0.00018358743747800998
arxiv_ai_titles,advcl,-2.9007872083146855e-05,7.216023392146382e-05,-0.00017044193056921594,0.00011242618640292223
arxiv_ai_titles,advmod,0.0007249835273969306,0.00012404791456410003,0.00048184961485129457,0.0009681174399425666
arxiv_ai_titles,agent,-6.473755415484896e-05,2.5173441911195934e-05,-0.000114077500300793,-1.539760800890493e-05
arxiv_ai_titles,amod,0.003735610320363472,0.001044579982899727,0.0016882335538800073,0.0057829870868469375
arxiv_ai_titles,appos,0.00152231934887887,0.00031524793562382706,0.000904433395056169,0.0021402053027015713
arxiv_ai_titles,attr,-1.848009046069972e-05,4.8255967791303014e-05,-0.00011306178733165363,7.610160641025419e-05
arxiv_ai_titles,aux,-0.00026160486821442475,8.568138838369373e-05,-0.00042954038944646445,-9.366934698238504e-05
arxiv_ai_titles,auxpass,-3.0035943310015664e-06,1.4371258672520968e-05,-3.117126132914266e-05,2.516407266713953e-05
arxiv_ai_titles,case,-3.0698609804297346e-05,5.105375101436209e-05,-0.00013076396179244706,6.936674218385235e-05
arxiv_ai_titles,cc,5.301778032683986e-05,0.0003950882897161454,-0.0007213552675168052,0.0008273908281704849
